snr,p,step,seconds_total,seconds_per_trial
0.01,100,alpha_accumulate,0.0001560399999958051,1.5603999999580508e-06
0.01,100,compute_discriminant,0.014174416999992445,0.00014174416999992445
0.01,100,data_gen_normal,0.006127661999997258,6.127661999997259e-05
0.01,100,inner_product,0.00019654299999594116,1.9654299999594117e-06
0.01,200,alpha_accumulate,0.00016028900000453206,1.6028900000453206e-06
0.01,200,compute_discriminant,0.014624866999995767,0.00014624866999995767
0.01,200,data_gen_normal,0.012393334999999617,0.00012393334999999617
0.01,200,inner_product,0.0001861660000024301,1.861660000024301e-06
0.01,500,alpha_accumulate,0.00014778099999723793,1.4778099999723792e-06
0.01,500,compute_discriminant,0.014696372999996044,0.00014696372999996045
0.01,500,data_gen_normal,0.05003054699999954,0.0005003054699999953
0.01,500,inner_product,0.00019191200000268083,1.9191200000268083e-06
0.01,1000,alpha_accumulate,0.0001876650000003366,1.876650000003366e-06
0.01,1000,compute_discriminant,0.01895350899999748,0.00018953508999997482
0.01,1000,data_gen_normal,0.22733337700000256,0.0022733337700000258
0.01,1000,inner_product,0.0006464159999985952,6.464159999985952e-06
0.01,2000,alpha_accumulate,0.00028433199999255976,2.8433199999255976e-06
0.01,2000,compute_discriminant,0.02842491299999672,0.0002842491299999672
0.01,2000,data_gen_normal,1.1018819540000022,0.011018819540000023
0.01,2000,inner_product,0.000517412000000661,5.17412000000661e-06
0.025,100,alpha_accumulate,0.00015141299999399394,1.5141299999399395e-06
0.025,100,compute_discriminant,0.013618494000006365,0.00013618494000006365
0.025,100,data_gen_normal,0.0059375869999929165,5.937586999992917e-05
0.025,100,inner_product,0.00018708099999997785,1.8708099999997785e-06
0.025,200,alpha_accumulate,0.00015667100000271716,1.5667100000271716e-06
0.025,200,compute_discriminant,0.014818920000005065,0.00014818920000005066
0.025,200,data_gen_normal,0.01248641800000172,0.0001248641800000172
0.025,200,inner_product,0.00019157899999200367,1.9157899999200368e-06
0.025,500,alpha_accumulate,0.0001497110000059365,1.497110000059365e-06
0.025,500,compute_discriminant,0.01507183200000739,0.0001507183200000739
0.025,500,data_gen_normal,0.050653369000000836,0.0005065336900000084
0.025,500,inner_product,0.00019220900000682661,1.922090000068266e-06
0.025,1000,alpha_accumulate,0.000208457999997691,2.08457999997691e-06
0.025,1000,compute_discriminant,0.02002358699998652,0.0002002358699998652
0.025,1000,data_gen_normal,0.2330302610000068,0.002330302610000068
0.025,1000,inner_product,0.0003734970000053295,3.7349700000532947e-06
0.025,2000,alpha_accumulate,0.00024783600001221373,2.4783600001221375e-06
0.025,2000,compute_discriminant,0.026292914999993755,0.00026292914999993756
0.025,2000,data_gen_normal,1.0946253750000032,0.010946253750000032
0.025,2000,inner_product,0.0004432459999978988,4.432459999978989e-06
0.05,100,alpha_accumulate,0.00015616099998716493,1.5616099998716494e-06
0.05,100,compute_discriminant,0.01373608200000831,0.0001373608200000831
0.05,100,data_gen_normal,0.006018998000008935,6.018998000008935e-05
0.05,100,inner_product,0.0002011669999930632,2.011669999930632e-06
0.05,200,alpha_accumulate,0.00015416499999787447,1.5416499999787447e-06
0.05,200,compute_discriminant,0.014587413999999299,0.00014587413999999298
0.05,200,data_gen_normal,0.012340626000002075,0.00012340626000002076
0.05,200,inner_product,0.00019125299999522838,1.912529999952284e-06
0.05,500,alpha_accumulate,0.0001445430000011072,1.445430000011072e-06
0.05,500,compute_discriminant,0.01474821299999185,0.00014748212999991849
0.05,500,data_gen_normal,0.05038445899999999,0.00050384459
0.05,500,inner_product,0.00018828700000383947,1.8828700000383948e-06
0.05,1000,alpha_accumulate,0.0001873780000138936,1.8737800001389359e-06
0.05,1000,compute_discriminant,0.019071710000007513,0.00019071710000007514
0.05,1000,data_gen_normal,0.2278440829999937,0.002278440829999937
0.05,1000,inner_product,0.0003614150000021965,3.614150000021965e-06
0.05,2000,alpha_accumulate,0.00024254299999881823,2.4254299999881823e-06
0.05,2000,compute_discriminant,0.026133177000005503,0.00026133177000005505
0.05,2000,data_gen_normal,1.093971667999993,0.010939716679999928
0.05,2000,inner_product,0.0004687999999859471,4.687999999859471e-06
0.1,100,alpha_accumulate,0.0001499520000152188,1.499520000152188e-06
0.1,100,compute_discriminant,0.01391491199999173,0.00013914911999991732
0.1,100,data_gen_normal,0.00603725500000607,6.03725500000607e-05
0.1,100,inner_product,0.0001890920000029439,1.8909200000294392e-06
0.1,200,alpha_accumulate,0.00014732900000247184,1.4732900000247184e-06
0.1,200,compute_discriminant,0.01417558499998961,0.0001417558499998961
0.1,200,data_gen_normal,0.012241329000003631,0.0001224132900000363
0.1,200,inner_product,0.00017924800000379548,1.7924800000379548e-06
0.1,500,alpha_accumulate,0.00014661999999177056,1.4661999999177055e-06
0.1,500,compute_discriminant,0.014394544999996484,0.00014394544999996484
0.1,500,data_gen_normal,0.05015149999998947,0.0005015149999998947
0.1,500,inner_product,0.00018478900000218346,1.8478900000218347e-06
0.1,1000,alpha_accumulate,0.00022404499999417737,2.2404499999417736e-06
0.1,1000,compute_discriminant,0.02151016600000233,0.0002151016600000233
0.1,1000,data_gen_normal,0.23738407999998046,0.0023738407999998046
0.1,1000,inner_product,0.000408661999994564,4.08661999994564e-06
0.1,2000,alpha_accumulate,0.0002546229999857985,2.546229999857985e-06
0.1,2000,compute_discriminant,0.026727913000014425,0.00026727913000014426
0.1,2000,data_gen_normal,1.0965127490000022,0.010965127490000021
0.1,2000,inner_product,0.00047149999999795966,4.714999999979596e-06
0.25,100,alpha_accumulate,0.00014558000000519655,1.4558000000519656e-06
0.25,100,compute_discriminant,0.013513041999985376,0.00013513041999985376
0.25,100,data_gen_normal,0.00595263000001367,5.95263000001367e-05
0.25,100,inner_product,0.0001829649999915972,1.8296499999159721e-06
0.25,200,alpha_accumulate,0.00015399900000012678,1.5399900000012678e-06
0.25,200,compute_discriminant,0.01451095599999519,0.0001451095599999519
0.25,200,data_gen_normal,0.012410501000003293,0.00012410501000003293
0.25,200,inner_product,0.0001890039999974391,1.8900399999743912e-06
0.25,500,alpha_accumulate,0.00014008299999979101,1.4008299999979101e-06
0.25,500,compute_discriminant,0.014358376000004114,0.00014358376000004114
0.25,500,data_gen_normal,0.050086914000010196,0.0005008691400001019
0.25,500,inner_product,0.00018295599999795797,1.8295599999795797e-06
0.25,1000,alpha_accumulate,0.00019317099998339415,1.9317099998339417e-06
0.25,1000,compute_discriminant,0.01884304200000564,0.0001884304200000564
0.25,1000,data_gen_normal,0.22721274699999938,0.002272127469999994
0.25,1000,inner_product,0.00035975000000121327,3.5975000000121328e-06
0.25,2000,alpha_accumulate,0.00024500399999816125,2.4500399999816123e-06
0.25,2000,compute_discriminant,0.026448167999996386,0.00026448167999996384
0.25,2000,data_gen_normal,1.0979992880000005,0.010979992880000004
0.25,2000,inner_product,0.0004700040000003014,4.700040000003014e-06
0.5,100,alpha_accumulate,0.0001478410000128605,1.478410000128605e-06
0.5,100,compute_discriminant,0.013302578000004672,0.00013302578000004672
0.5,100,data_gen_normal,0.005884372000004134,5.8843720000041344e-05
0.5,100,inner_product,0.00018333000000936295,1.8333000000936294e-06
0.5,200,alpha_accumulate,0.00014808299999913288,1.4808299999913288e-06
0.5,200,compute_discriminant,0.014324252000005089,0.00014324252000005088
0.5,200,data_gen_normal,0.0122395860000033,0.000122395860000033
0.5,200,inner_product,0.0001810429999942187,1.8104299999421869e-06
0.5,500,alpha_accumulate,0.00013750300001191818,1.3750300001191817e-06
0.5,500,compute_discriminant,0.014678913999995657,0.00014678913999995657
0.5,500,data_gen_normal,0.04991666399999062,0.0004991666399999062
0.5,500,inner_product,0.00018970399999496124,1.8970399999496124e-06
0.5,1000,alpha_accumulate,0.00018541500000068822,1.8541500000068822e-06
0.5,1000,compute_discriminant,0.018627456999999126,0.00018627456999999127
0.5,1000,data_gen_normal,0.22606520600000124,0.0022606520600000125
0.5,1000,inner_product,0.0003584599999975069,3.584599999975069e-06
0.5,2000,alpha_accumulate,0.00025146300001210875,2.5146300001210876e-06
0.5,2000,compute_discriminant,0.026457253999991437,0.0002645725399999144
0.5,2000,data_gen_normal,1.0972895829999967,0.010972895829999966
0.5,2000,inner_product,0.0004754999999807552,4.754999999807552e-06
